candidate,sentiment,subject_matter,tweet_text,tweet_created
No candidate mentioned,Negative,FOX News or Moderators,"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. ________ #GOPDebate  #GOPDebates",8/6/15 22:33
No candidate mentioned,Negative,FOX News or Moderators,"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. ________ #GOPDebate  #GOPDebates",8/6/15 22:33
Jeb Bush,Negative,FOX News or Moderators,That was political theatrics. It was obviously set up by #FoxNews to favor #JebBush. #GOPdebates,8/6/15 22:33
No candidate mentioned,Negative,FOX News or Moderators,"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. ________ #GOPDebate  #GOPDebates",8/6/15 22:33
No candidate mentioned,Neutral,FOX News or Moderators,RT @TeasyRoosevelt: I can't believe I watched #foxnews for two hours. #GOPDebates #GOPDebate,8/6/15 22:33
Ben Carson,Positive,None of the above,"RT @KentPavelka: Three best performance in the #GOPDebates (in no order), IMHO:  Carly Fiorina &amp; Ben Carson &amp; Marco Rubio.",8/6/15 22:33
No candidate mentioned,Negative,None of the above,Can we do that? What r we saying? After both #GOPDebates tonight if we've learned 1 thing it's that anyone can run:) https://t.co/rTS5x2njM6,8/6/15 22:33
No candidate mentioned,Negative,FOX News or Moderators,"RT @RWSurferGirl: I'd really like to see how long each candidate was given to speak.  It didn't seem ""Fair &amp; Balanced"" at all. ________ #GOPDebat_ _",8/6/15 22:34
No candidate mentioned,Positive,None of the above,RT @DonnieWahlberg: Enjoyed the #GOPDebates and am looking forward to the #DemocraticDebates next.,8/6/15 22:34
Mike Huckabee,Negative,Racial issues,"RT @jamiaw: ""The purpose of the military is to kill people and break things""-Mike Huckabee #GOPDebates #KKKorGOP",8/6/15 22:34
No candidate mentioned,Negative,None of the above,THIS HAPPENED: Not a single mention of #votingrights on #VRA50 in tonight_ _s #GOPdebates,8/6/15 22:34
Jeb Bush,Negative,None of the above,"RT @SupermanHotMale: I lived here in Florida for 8 years under Jeb w bush and I swear, no more... #GopDebates",8/6/15 22:34
Ted Cruz,Negative,None of the above,"Cruz takes to long between sentences.  I know he is really smart, but he doesn't sound that way.  #GOPDebates",8/6/15 22:34
No candidate mentioned,Negative,None of the above,"RT @BettyFckinWhite: -Can you answer this very direct question?
-I should be president. 
-So, no?
#GOPDebates",8/6/15 22:34
No candidate mentioned,Negative,None of the above,Not bad for a tipsy female who's blonde at the roots! __—___—___—_ #GOPDebates  https://t.co/orpUoLsK2R,8/6/15 22:34
No candidate mentioned,Negative,Abortion,"Planned parenthood is performing half birth abortions, that is immoral, unconstitutional, and unethical #GOPdebates",8/6/15 22:34
No candidate mentioned,Negative,None of the above,"RT @RWSurferGirl: I'd really like to see how long each candidate was given to speak.  It didn't seem ""Fair &amp; Balanced"" at all. ________ #GOPDebat_ _",8/6/15 22:35
No candidate mentioned,Negative,FOX News or Moderators,RT @RWSurferGirl: Is it just me or does anyone else want to punch Chris Wallace in the face? #GOPDebate  #GOPDebates ________,8/6/15 22:35
Jeb Bush,Neutral,Immigration,"RT @LindaSuhler: Jeb Stands By ""Act of Love""; Comments and Earned Legal Status [BOO]
#NoAmnesty
http://t.co/hImScrVikr
#GOPDebates",8/6/15 22:35
No candidate mentioned,Positive,None of the above,RT @DonnieWahlberg: Enjoyed the #GOPDebates and am looking forward to the #DemocraticDebates next.,8/6/15 22:35
No candidate mentioned,Negative,None of the above,RT @PARISDENNARD: 3 hours of #GOPDebates is enough for one night and I love politics_ _,8/6/15 22:35
No candidate mentioned,Neutral,FOX News or Moderators,@FoxNews @BretBaier __—_.. Go home #GopDebates #GOPClownCar ur drunk,8/6/15 22:35
John Kasich,Neutral,None of the above,"RT @scottaxe: _ _@msgoddessrises: Maybe three! Kasich, Bush, Trump #GopDebates  https://t.co/4oFtErX4Ci_ ù wouldn't surprise me.",8/6/15 22:35
No candidate mentioned,Neutral,None of the above,RT @IanGaryTweets: This is real life. These people are running for the most powerful office in the world. #GOPDebates http://t.co/LG74nHDeTw,8/6/15 22:35
No candidate mentioned,Negative,None of the above,RT @RWSurferGirl: I need to order another green apple martini to process what the hell just happened. ________ #GOPDebate  #GOPDebates,8/6/15 22:36
No candidate mentioned,Positive,None of the above,RT @DonnieWahlberg: Enjoyed the #GOPDebates and am looking forward to the #DemocraticDebates next.,8/6/15 22:36
No candidate mentioned,Neutral,None of the above,Paddy Power list an all-female Republican ticket at 100/1. #GOPDebates #WeirdBettingOdds,8/6/15 22:36
No candidate mentioned,Negative,FOX News or Moderators,"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. ________ #GOPDebate  #GOPDebates",8/6/15 22:36
Ted Cruz,Positive,None of the above,@Slate #GOPDebates Our president should be less like #TedCruz,8/6/15 22:36
Donald Trump,Negative,None of the above,"#GOPDebates Trump has air of Boris Yeltsin of Russia, nd he became President of Russia!!!",8/6/15 22:36
No candidate mentioned,Negative,Abortion,"RT @heatherhilless: Planned parenthood is performing half birth abortions, that is immoral, unconstitutional, and unethical #GOPdebates",8/6/15 22:36
Donald Trump,Neutral,None of the above,"Carly Fiorina was the big winner tonight in my opinion.Seemed 2b coolest,most competent leader in both #GOPdebates. #TrumpFiorina #GOPDebate",8/6/15 22:36
Scott Walker,Positive,Immigration,#GOPDebates #scottwalker talked about path to citizenship. The only one to address illegals immigrants with a reasonable humane plan.,8/6/15 22:36
No candidate mentioned,Negative,FOX News or Moderators,"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. ________ #GOPDebate  #GOPDebates",8/6/15 22:36
No candidate mentioned,Positive,None of the above,RT @DonnieWahlberg: Enjoyed the #GOPDebates and am looking forward to the #DemocraticDebates next.,8/6/15 22:37
No candidate mentioned,Negative,None of the above,RT @Izac_Wright: THIS HAPPENED: Not a single mention of #votingrights on #VRA50 in tonight_ _s #GOPdebates,8/6/15 22:37
Ben Carson,Positive,None of the above,"#GOPDebates  #DrBenCarson The man uses his brain to think,not to politically manipulate,I hope he goes far,Id like 2 see/hear more frm him.",8/6/15 22:37
No candidate mentioned,Positive,None of the above,RT @DonnieWahlberg: Enjoyed the #GOPDebates and am looking forward to the #DemocraticDebates next.,8/6/15 22:37
Marco Rubio,Positive,FOX News or Moderators,"#MarcoRubio speaks from a true American position. He's not perfect, but trying hard, giving it his very best  #FOXNEWSDEBATE #GOPDebates",8/6/15 22:37
Chris Christie,Positive,None of the above,#GOPDebates #RandPaul2016 telling #ChrisChristie to get a warrant per 4th amendment. Golden.,8/6/15 22:37
No candidate mentioned,Negative,FOX News or Moderators,RT @msgoddessrises: FTW Ron. You nailed it he came close to telling Megyn to shut up. #Trump #GOPDebates  https://t.co/2U15vmQLUD,8/6/15 22:37
No candidate mentioned,Positive,None of the above,"The best part of the two #GOPDebates? They showed themselves as men and women, not gods. #GOPDebate",8/6/15 22:38
No candidate mentioned,Neutral,None of the above,Watching the #GOPDebates right now. #GOP #GOP2016 #presidentialprimaries_ _ https://t.co/eUXXwne0z4,8/6/15 22:38
Chris Christie,Neutral,Immigration,"RT @DougBenson: ""I'll stop illegal immigration by closing all the bridges."" -C crispie #GOPDebates",8/6/15 22:38
No candidate mentioned,Neutral,None of the above,RT @frangeladuo: Can we do that? What r we saying? After both #GOPDebates tonight if we've learned 1 thing it's that anyone can run:) https_ _,8/6/15 22:38
No candidate mentioned,Negative,None of the above,"RT @CorrectRecord: Seriously, #GOPdebates, not a single question or mention of #votingrights on #VRA50? http://t.co/kjCsEUWG8T",8/6/15 22:38
No candidate mentioned,Positive,FOX News or Moderators,Good point. @FoxNews #GOPDebate #GOPDebates #fail https://t.co/EuKmS5k9SB,8/6/15 22:38
Mike Huckabee,Neutral,None of the above,"#GOPDebates #Huckabee2016 Replace tax code with consumption tax, get drug dealers, pimps paying into the government.",8/6/15 22:39
No candidate mentioned,Positive,None of the above,RT @DonnieWahlberg: Enjoyed the #GOPDebates and am looking forward to the #DemocraticDebates next.,8/6/15 22:39
No candidate mentioned,Neutral,FOX News or Moderators,"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. ________ #GOPDebate  #GOPDebates",8/6/15 22:39
Jeb Bush,Positive,None of the above,"RT @mercedesschlapp: In terms of substance, @JebBush dominates #GOPdebates",8/6/15 22:39
No candidate mentioned,Negative,Religion,"JonathanFarrel7: JonathanFarrel7: luciabrawley: What is the Christian litmus test? Let's refer to the Constitution, shall we? #GOPDebates #_ _",8/6/15 22:39
Ben Carson,Positive,None of the above,"RT @KentPavelka: Three best performance in the #GOPDebates (in no order), IMHO:  Carly Fiorina &amp; Ben Carson &amp; Marco Rubio.",8/6/15 22:39
No candidate mentioned,Positive,None of the above,RT @DonnieWahlberg: Enjoyed the #GOPDebates and am looking forward to the #DemocraticDebates next.,8/6/15 22:39
No candidate mentioned,Negative,FOX News or Moderators,"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. ________ #GOPDebate  #GOPDebates",8/6/15 22:39
No candidate mentioned,Negative,None of the above,"RT @SupermanHotMale: Dear friends, it may seem like this is fun to me but I'm really mad about how Republicans treat people who can't affor_ _",8/6/15 22:39
No candidate mentioned,Negative,FOX News or Moderators,"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. ________ #GOPDebate  #GOPDebates",8/6/15 22:39
No candidate mentioned,Negative,FOX News or Moderators,"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. ________ #GOPDebate  #GOPDebates",8/6/15 22:39
Donald Trump,Negative,FOX News or Moderators,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. ________ #GOPDebate_ _,8/6/15 22:40
Donald Trump,Neutral,FOX News or Moderators,Roger Ailes set up @realDonaldTrump from the first Q. #GopDebates  https://t.co/UI7UcYjCpU,8/6/15 22:40
No candidate mentioned,Neutral,None of the above,RT @DonnieWahlberg: Enjoyed the #GOPDebates and am looking forward to the #DemocraticDebates next.,8/6/15 22:40
No candidate mentioned,Negative,FOX News or Moderators,RT @RWSurferGirl: Why doesn't Chris Wallace ask the other politicans about their finances and where their money comes from? ________ #GOPDebate  _ _,8/6/15 22:40
No candidate mentioned,Negative,FOX News or Moderators,"Fox News just declared that Megyn Kelly, Bret Baier, and Chris Wallace won tonight's debate. #GOPDebates",8/6/15 22:40
Jeb Bush,Negative,None of the above,"RT @SupermanHotMale: I lived here in Florida for 8 years under Jeb w bush and I swear, no more... #GopDebates",8/6/15 22:40
Jeb Bush,Negative,Immigration,"RT @LindaSuhler: Jeb Stands By ""Act of Love""; Comments and Earned Legal Status [BOO]
#NoAmnesty
http://t.co/hImScrVikr
#GOPDebates",8/6/15 22:40
No candidate mentioned,Positive,None of the above,@voialex he'd beat all at the #GOPdebates today 100%! our Sergey __—_,8/6/15 22:40
No candidate mentioned,Negative,FOX News or Moderators,RT @RWSurferGirl: Is it just me or does anyone else want to punch Chris Wallace in the face? #GOPDebate  #GOPDebates ________,8/6/15 22:40
No candidate mentioned,Negative,FOX News or Moderators,"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. ________ #GOPDebate  #GOPDebates",8/6/15 22:40
Donald Trump,Negative,None of the above,"RT @Apathycase: So, Trump buys politicians, used bankruptcy to his advantage, skirted laws for money, and admitted to wanting single payer _ _",8/6/15 22:40
No candidate mentioned,Negative,None of the above,"#GOPdebates got me like __—___‰___‰_BYE. ____ #day25 #30days #potd @ excuse me,_ _ https://t.co/iKb1d7wwvv",8/6/15 22:41
No candidate mentioned,Negative,Abortion,But can fetuses vote? #GOPDebates,8/6/15 22:41
Donald Trump,Negative,None of the above,"RT @UnitedCitizen01: @RockinJoe1 #FOZNEWS #GOPdebates 
The ""Support Candidate"" Question was more MSM DIRTY TRICKS to Turn Crowd against #T_ _",8/6/15 22:41
No candidate mentioned,Negative,FOX News or Moderators,"RT @RWSurferGirl: I'd really like to see how long each candidate was given to speak.  It didn't seem ""Fair &amp; Balanced"" at all. ________ #GOPDebat_ _",8/6/15 22:41
Donald Trump,Negative,None of the above,RT @LeahDaughtry: I see Trump didn't bother with a new hairstylist.  #GOPDebates,8/6/15 22:41
No candidate mentioned,Negative,None of the above,I don't remember the #GOPDebates at this stage in the last election. This seems more ridiculous but then again..Palin was involved before.,8/6/15 22:41
No candidate mentioned,Negative,None of the above,#GOPDebates  just more and more solid proof to the rest of the world that Americans are crazy!!!,8/6/15 22:41
Jeb Bush,Negative,Immigration,"RT @LindaSuhler: Jeb Stands By ""Act of Love""; Comments and Earned Legal Status [BOO]
#NoAmnesty
http://t.co/hImScrVikr
#GOPDebates",8/6/15 22:41
No candidate mentioned,Neutral,None of the above,How I think we're all feeling after the Republican primaries. #GOPDebates #Chihuahua #DogsOfInstagram_ _ https://t.co/jrufcbPHDS,8/6/15 22:42
No candidate mentioned,Positive,None of the above,RT @DonnieWahlberg: Enjoyed the #GOPDebates and am looking forward to the #DemocraticDebates next.,8/6/15 22:42
Jeb Bush,Negative,None of the above,"RT @SupermanHotMale: I lived here in Florida for 8 years under Jeb w bush and I swear, no more... #GopDebates",8/6/15 22:42
Chris Christie,Negative,None of the above,@senrandpaul owning traitor Chris Chistie __‰è__‰è__‰è #politics #Freedom #debates #GOPDebates #RandPaul_ _ https://t.co/lJL7vJiqDt,8/6/15 22:42
Donald Trump,Negative,None of the above,RT @msgoddessrises: FTW Ron. You nailed it he came close to telling Megyn to shut up. #Trump #GOPDebates  https://t.co/2U15vmQLUD,8/6/15 22:42
Donald Trump,Negative,None of the above,RT @ericstonestreet: Trump has Cam hands. #GOPDebates,8/6/15 22:42
No candidate mentioned,Negative,None of the above,This is like an #SNL sketch #GOPDebate #GOPDebates #Republicandebate,8/6/15 22:42
Donald Trump,Neutral,FOX News or Moderators,RT @RWSurferGirl: I'm really really really pissed off at FOX News for what they did to @realDonaldTrump #GOPDebate  #GOPDebates ________,8/6/15 22:42
